0080010T;LYCEE PROFESSIONNEL ETION LYCEE DES METIERS DES SERVICES ADMINISTRATIFS ET DE LA RELATION COMMERCIALE LYCEE DES METIERS DES SERVICES A LA PERSONNE;;;;;
0080048J;LYCEE PROFESSIONNEL LE CHATEAU LYCEE DES METIERS DES SERVICES A LA PERSONNE LYCEE DES METIERS DE LA LOGISTIQUE;;;;;
0080053P;LYCEE GENERAL THOMAS MASARYK;;;;;
0080082W;LYCEE POLYVALENT PRIVE SAINT PAUL;;;;;
0090006H;LYCEE PROFESSIONNEL JOSEPH MARIE JACQUARD LYCEE DES METIERS;;;;;
0090024C;LYCEE PROFESSIONNEL DR PHILIPPE TISSIE LYCEE DES METIERS MAINTENANCE DES ENGINS MECANIQUES;;;;;
0090045A;LYCEE PROFESSIONNEL PRIVE LES JACOBINS;;;;;
0101015Z;LYCEE PROFESSIONNEL PRIVE LA SALLE LYCEE DES METIERS DE L ENERGETIQUE LYCEE DES METIERS DES SERVICES AUX ENTREPRISES;;;;;
0101016A;LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD HERRIOT;;;;;
0110670U;LYCEE POLYVALENT PRIVE BEAUSEJOUR;;;;;
0111048E;LYCEE POLYVALENT ERNEST FERROUL;;;;;
0120006S;LYCEE POLYVALENT LA DECOUVERTE;;;;;
0120012Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN VIGO;;;;;
0120025M;LYCEE POLYVALENT JEAN JAURES LYCEE DES METIERS DE L ENERGIE;;;;;
0130003H;LYCEE GENERAL ET TECHNOLOGIQUE VAUVENARGUES;;;;;
0130013U;LYCEE PROFESSIONNEL GUSTAVE EIFFEL;;;;;
0130037V;LYCEE GENERAL ET TECHNOLOGIQUE MARCEL PAGNOL;;;;;
0130050J;LYCEE POLYVALENT DENIS DIDEROT;;;;;
0130063Y;LYCEE PROFESSIONNEL LEAU;;;;;
0130164H;LYCEE GENERAL ET TECHNOLOGIQUE ALPHONSE DAUDET;;;;;
0130175V;LYCEE GENERAL ET TECHNOLOGIQUE HONORE DAUMIER;;;;;
0131328Y;LYCEE GENERAL PRIVE MELIZAN;;;;;
0131342N;LYCEE GENERAL PRIVE SAINT CHARLES CAMAS;;;;;
0131344R;COURS BASTIDE (LYCEE GENERAL PRIVE);;;;;
0131403E;LYCEE TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL;;;;;
0131436R;LYCEE TECHNOLOGIQUE PRIVE MODELE ELECTRONIQUE;;;;;
0131466Y;LYCEE PROFESSIONNEL PRIVE DON BOSCO;;;;;
0131485U;LYCEE PROFESSIONNEL PRIVE LE ROCHER;;;;;
0132280H;LYCEE TECHNOLOGIQUE PRIVE HENRI LEROY;;;;;
0132410Z;LYCEE GENERAL ET TECHNOLOGIQUE MAURICE GENEVOIX;;;;;
0133274N;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;;;;;
0133406G;LYCEE POLYVALENT DE LA MEDITERRANEE;;;;;
0133425C;LYCEE TECHNOLOGIQUE PRIVE CELONY;;;;;
133474,00 F;LYCEE TECHNOLOGIQUE PRIVE MARIE GASQUET;;;;;
0140013N;LYCEE GENERAL ET TECHNOLOGIQUE MALHERBE;;;;;
0140018U;LYCEE PROFESSIONNEL VICTOR LEPINE;;;;;
0140043W;LYCEE GENERAL ANDRE MAUROIS;;;;;
0141164P;LYCEE GENERAL PRIVE INSTITUTION SAINTE MARIE;;;;;
0141165R;LYCEE GENERAL PRIVE COURS NOTRE DAME;;;;;
0141175B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE INSTITUT LEMONNIER LYCEE DES METIERS DE L ENERGIE ET DES AUTOMATISMES;;;;;
0141193W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE NAZARETH;;;;;
0141275K;LYCEE GENERAL ET TECHNOLOGIQUE PAUL CORNU LYCEE DES METIERS DES INDUSTRIES GRAPHIQUES DE L ELECTROTECHNIQUE ET DES SERVICES;;;;;
0141640G;LYCEE PROFESSIONNEL GUIBRAY;;;;;
150747,00 F;LYCEE POLYVALENT LYCEE DES METIERS DE L EAU ET DE LA GESTION COMPTABLE;;;;;
0160003S;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE VALOIS;;;;;
0160004T;LYCEE TECHNOLOGIQUE CHARLES AUGUSTIN COULOMB;;;;;
0160022M;LYCEE POLYVALENT EMILE ROUX;;;;;
0160048R;LYCEE PROFESSIONNEL PIERRE ANDRE CHABANNE LYCEE DES METIERS DES SERVICES A LA PERSONNE ET AUX ENTREPRISES;;;;;
0160049S;LYCEE PROFESSIONNEL JEAN ROSTANTD LYCEE DES METIERS DE LA MODE ET DES SERVICES;;;;;
0160792Z;LYCEE PROFESSIONNEL SILLAC LYCEE DES METIERS DE L HABITAT DU BATIMENT ET DE LA TOPOGRAPHIE;;;;;
0161003D;LYCEE PROFESSIONNEL LOUISE MICHEL LYCEE DES METIERS DE L ECO HABITAT ET DE L ADMINISTRATION DES ENTREPRISES;;;;;
0170020E;LYCEE POLYVALENT EMILE COMBES LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECONSTRUCTION;;;;;
0170028N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN DAUTET;;;;;
0170029P;LYCEE GENERAL ET TECHNOLOGIQUE LEONCE VIELJEUX;;;;;
0170058W;LYCEE GENERAL ET TECHNOLOGIQUE BELLEVUE;;;;;
0170135E;LYCEE POLYVALENT JEAN HYPPOLITE LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;;;;;
0171238D;LYCEE PROFESSIONNEL ROMPSAY;;;;;
0180005H;LYCEE GENERAL ALAIN FOURNIER;;;;;
0180006J;LYCEE GENERAL ET TECHNOLOGIQUE MARGUERITE DE NAVARRE;;;;;
0180009M;LYCEE PROFESSIONNEL JEAN DE BERRY LYCEE DES METIERS DU BATIMENT;;;;;
0180024D;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;;;;;
0180025E;LYCEE PROFESSIONNEL JEAN GUEHENNO LYCEE DES METIERS DE LA BIJOUTERIE DU COMMERCE ET DE LA RESTAURATION;;;;;
0180035R;LYCEE POLYVALENT EDOUARD VAILLANT;;;;;
0180823X;LYCEE PROFESSIONNEL VAUVERT LYCEE DES METIERS DE L AUTOMOBILE ET DU COMMERCE;;;;;
0190010H;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES CABANIS;;;;;
0190011J;LYCEE GENERAL D ARSONVAL;;;;;
0190027B;LP PUBLIC MARCEL BARBANCEYS LYC MET MAINTENANCE ET APRES VENTE DES MAT AGRICOLES DE TP ET DE MANUTENTION DE PARCS ET JARDINS ET FORESTIERS;;;;;
0190056H;INSTITUT JEANNE D ARC (LYCEE GENERAL PRIVE);;;;;
0190783Y;A COMPLETER;;;;;
210018,00 F;LYCEE POLYVALENT HIPPOLYTE FONTAINE LYCEE DES METIERS;;;;;
0210047M;LYCEE POLYVALENT REGIONAL ANNA JUDIC;;;;;
0211074D;LYCEE GENERAL PRIVE NOTRE DAME;;;;;
0211928G;LYCEE GENERAL INTERNATIONAL CHARLES DE GAULLE;;;;;
0220057T;LYCEE GENERAL ET TECHNOLOGIQUE ERNEST RENAN;;;;;
0220064A;LYCEE PROFESSIONNEL HOTELIER LA CLOSERIE;;;;;
0220065B;LYCEE GENERAL ET TECHNOLOGIQUE JOSEPH SAVINA;;;;;
0220110A;LYCEE GENERAL PRIVE SAINT CHARLES;;;;;
0220122N;LYCEE PROFESSIONNEL PRIVE MONTBAREIL LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE COSMETIQUE;;;;;
0230019W;LP PUBLIC LYCEE DES METIERS DU BATIMENT;;;;;
0240012H;LYCEE PROFESSIONNEL METIERS DU BATIMENT;;;;;
0240025X;LYCEE GENERAL ET TECHNOLOGIQUE LAURE GATET;;;;;
0240092V;LYCEE PROFESSIONNEL PRIVE CHAMBRE DE COMMERCE ET D INDUSTRIE;;;;;
0240094X;LYCEE PROFESSIONNEL PRIVE SAINTE MARTHE SAINT FRONT;;;;;
0250011B;LPO JULES HAAG LYCEE DES METIERS DE LA MICROTECHNIQUE ET DE L AUTOMATIQUE;;;;;
0250030X;LYCEE GENERAL ET TECHNOLOGIQUE GEORGES CUVIER;;;;;
0251021Z;LGT PR ST PAUL LYCEE DES METIERS DE LA CONCEPTION DE PRODUITS ET DE L AMENAGEMENT DE L HABITAT;;;;;
0251024C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LES AUGUSTINS;;;;;
0251994G;LYCEE POLYVALENT DE MONTBELIARD;;;;;
0260006R;LYCEE POLYVALENT FRANCOIS JEAN ARMORIN;;;;;
0260015A;LYCEE GENERAL ET TECHNOLOGIQUE ALAIN BORNE;;;;;
0260023J;LYCEE POLYVALENT DU DAUPHINE LYCEE DE METIERS DU CUIR;;;;;
0260078U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES CHAMPS;;;;;
0260113G;LYCEE POLYVALENT LES CATALINS LYCEE DES METIERS DE L ENERGIE ET DES SCIENCES APPLIQUEES;;;;;
0261148G;LYCEE PROFESSIONNEL HOTELIER DE L HERMITAGE LYCEE DES METIERS DE LA RESTAURATION ET DU VIN;;;;;
0270003G;LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTIN FRESNEL;;;;;
0270017X;LYCEE GENERAL ET TECHNOLOGIQUE MODESTE LEROY;;;;;
0270029K;LYCEE POLYVALENT LES FONTENELLES LYCEE DES METIERS DE L ENERGIE ET DE L EFFICACITE ENERGETIQUE;;;;;
0271051W;LYCEE GENERAL PRIVE DES ROCHES;;;;;
0271074W;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC SAINT ANSELME;;;;;
0271282X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC SAINT ANSELME;;;;;
0271431J;LYCEE GENERAL ET TECHNOLOGIQUE JACQUES PREVERT;;;;;
0271579V;LYCEE GENERAL ET TECHNOLOGIQUE LEOPOLD SEDAR SENGHOR;;;;;
280007,00 F;LYCEE GENERAL MARCEAU;;;;;
0280021W;LYCEE POLYVALENT EDOUARD BRANLY LYCEE DES METIERS DES SCIENCES ET DE L INDUSTRIE;;;;;
0280044W;LYCEE POLYVALENT JEHAN DE BEAUCE LYCEE DES METIERS DE L INDUSTRIE ET DU SECTEUR SANITAIRE ET SOCIAL;;;;;
0280684S;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;;;;;
0280700J;LYCEE PROFESSIONNEL JEAN FELIX PAULSEN LYCEE DES METIERS DES SERVICES DE L ELECTROTECHNIQUE ET DE LA MAINTENANCE INDUSTRIELLE;;;;;
0290044R;LYCEE POLYVALENT DE L ELORN LYCEE DES METIERS DU BOIS;;;;;
0290069T;LYCEE GENERAL AUGUSTE BRIZEUX;;;;;
0290072W;LYCEE PROFESSIONNEL JEAN CHAPTAL;;;;;
0290092T;LYCEE PROFESSIONNEL DE PONT DE BUIS LYCEE DES METIERS DE LA MAINTENANCE AUTOMOBILE ET CARROSSERIE;;;;;
0290098Z;LYCEE GENERAL ET TECHNOLOGIQUE CORNOUAILLE;;;;;
0290102D;LYCEE PROFESSIONNEL JULES LESVEN;;;;;
0290186V;LYCEE POLYVALENT PRIVE LE PARACLET LYCEE DES METIERS DE L HOTELLERIE RESTAURATION;;;;;
0290206S;LYCEE POLYVALENT PRIVE NOTRE DAME DE KERBERTRAND;;;;;
0291633T;LYCEE PROFESSIONNEL RENE LAENNEC LYCEE DES METIERS DES SERVICES A LA PERSONNE;;;;;
0291654R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;;;;;
0292047T;LYCEE GENERAL ET TECHNOLOGIQUE DU LEON;;;;;
0300011Z;LYCEE PROFESSIONNEL PAUL LANGEVIN;;;;;
0300026R;LYCEE GENERAL ET TECHNOLOGIQUE DHUODA LYCEE DES METIERS;;;;;
0300027S;LYCEE POLYVALENT ERNEST HEMINGWAY;;;;;
0300028T;LYCEE PROFESSIONNEL PRIVE CEVENOL;;;;;
0300041G;LYCEE PROFESSIONNEL MARIE CURIE LYCEE DES METIERS;;;;;
0300052U;LYCEE POLYVALENT ANDRE CHAMSON;;;;;
0300057Z;LYCEE PROFESSIONNEL GASTON DARBOUX;;;;;
0300083C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT STANISLAS SACRE COEUR;;;;;
0300125Y;LYCEE POLYVALENT PRIVE DE LA SALLE LYCEE DES METIERS;;;;;
0301499S;LYCEE POLYVALENT PRIVE D ALZON SAINT FELIX;;;;;
0301552Z;LYCEE GENERAL ET TECHNOLOGIQUE PHILIPPE LAMOUR;;;;;
0301654K;LYCEE POLYVALENT GENEVIEVE DE GAULLE ANTHONIOZ LYCEE DES METIERS DE LA SANTE DU SANITAIRE ET DU SOCIAL;;;;;
0301778V;LYCEE POLYVALENT JACQUES PREVERT LYCEE DES METIERS DU MANAGEMENT ET DE LA GESTION;;;;;
0310040A;LYCEE POLYVALENT RAYMOND NAVES;;;;;
0310041B;LYCEE GENERAL SAINT SERNIN;;;;;
0310047H;LYCEE GENERAL ET TECHNOLOGIQUE OZENNE;;;;;
0310051M;LYCEE PROFESSIONNEL GUYNEMER;;;;;
0310052N;LYCEE PROFESSIONNEL ROLAND GARROS LYCEE DES METIERS DE LA MAINTENANCE MECANIQUE ET DE LA PRODUCTIQUE;;;;;
0310057U;LYCEE PROFESSIONNEL HELENE BOUCHER LYCEE DES METIERS DES SOINS A LA PERSONNE;;;;;
0310088C;LYCEE PROFESSIONNEL LYCEE DES METIERS D ART DU BOIS ET DE L AMEUBLEMENT;;;;;
0311133N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LE CAOUSOU;;;;;
0311200L;LYCEE PROFESSIONNEL PRIVE AIRBUS TOULOUSE LYCEE DES METIERS DE L AERONAUTIQUE;;;;;
0312059V;LYCEE PROFESSIONNEL PRIVE BILLIERES;;;;;
0312289V;LYCEE GENERAL ET TECHNOLOGIQUE PIERRE PAUL RIQUET;;;;;
0312290W;LYCEE GENERAL ET TECHNOLOGIQUE HENRI MATISSE;;;;;
0312355S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ORT MAURICE GRYNFOGEL;;;;;
0320002D;LYCEE GENERAL ET TECHNOLOGIQUE PARDAILHAN;;;;;
0330018R;LYCEE PROFESSIONNEL LEONARD DE VINCI LYCEE DES METIERS DE L HABITAT ET DES TRAVAUX PUBLICS;;;;;
0330020T;LYCEE GENERAL ET TECHNOLOGIQUE JAUFRE RUDEL;;;;;
0330089T;LYCEE POLYVALENT JEAN MONNET;;;;;
0330126H;LYCEE POLYVALENT VICTOR LOUIS;;;;;
0331495W;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE L ASSOMPTION STE CLOTILDE;;;;;
0331498Z;LYCEE GENERAL PRIVE DU MIRAIL;;;;;
0331561T;LYCEE PROFESSIONNEL PRIVE LA RUCHE LYCEE DES METIERS DE LA RELATION A L USAGER AU CLIENT A L HUMAIN ET A L ENTREPRISE;;;;;
0331668J;LYCEE PROFESSIONNEL MARCEL DASSAULT;;;;;
0332192D;LYCEE POLYVALENT HOTELIER TOURISME GASCOGNE LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;;;;;
0332346W;LYCEE PROFESSIONNEL PHILIPPE COUSTEAU;;;;;
0332832Z;LYCEE POLYVALENT LES IRIS;;;;;
0333307R;LYCEE GENERAL PRIVE SAINT JEAN;;;;;
0340009A;LYCEE GENERAL ET TECHNOLOGIQUE HENRI IV;;;;;
0340023R;LYCEE GENERAL ET TECHNOLOGIQUE RENE GOSSE;;;;;
0340038G;LYCEE GENERAL ET TECHNOLOGIQUE JOFFRE;;;;;
0340059E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;;;;;
0340991T;LYCEE POLYVALENT PRIVE NEVERS;;;;;
0341385W;LYCEE PROFESSIONNEL LEONARD DE VINCI LYCEE DES METIERS DE L ECOCONSTRUCTION ET DU BATIMENT;;;;;
0342091N;LYCEE POLYVALENT MARC BLOCH;;;;;
0342298N;LYCEE D ENSEIGNEMENT GENERAL PRIVE SAINT GUILHEM;;;;;
0350022J;LYCEE GENERAL ET TECHNOLOGIQUE BEAUMONT;;;;;
0350769W;LYCEE POLYVALENT PRIVE JEAN BAPTISTE LE TAILLANDIER LYCEE DES METIERS DE LA VENTE ET DU COMMERCE;;;;;
0350776D;LYCEE POLYVALENT PRIVE SAINT VINCENT PROVIDENCE;;;;;
0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;;;;;
0351878B;LYCEE PROFESSIONNEL COETLOGON;;;;;
0352009U;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR ET HELENE BASCH;;;;;
0352072M;LYCEE POLYVALENT PRIVE INSTITUTION SAINT MALO LA PROVIDENCE LYCEE DES METIERS DU COMMERCE ET DU TOURISME;;;;;
0352686E;LYCEE GENERAL ET TECHNOLOGIQUE ANITA CONTI;;;;;
0352867B;SGT EDUCATION NATIONALE DU LYCEE AGRICOLE THEODORE MONOD;;;;;
0360005K;LYCEE POLYVALENT PASTEUR;;;;;
0360505D;LYCEE POLYVALENT PRIVE SAINT CYR;;;;;
0370001A;LYCEE GENERAL ET TECHNOLOGIQUE LEONARD DE VINCI;;;;;
0370016S;LYCEE GENERAL ET TECHNOLOGIQUE ALFRED DE VIGNY;;;;;
0370054H;LYCEE PROFESSIONNEL MARTIN NADAUD LYCEE DES METIERS DE LA CONSTRUCTION ET DE L ENERGIE;;;;;
0370737A;LYCEE GENERAL PRIVE SAINT DENIS;;;;;
0370748M;LYCEE POLYVALENT PRIVE ST GATIEN LYCEE DES METIERS DE L HABITAT ET DE LA CONSTRUCTION;;;;;
0370771M;LYCEE PROFESSIONNEL VICTOR LALOUX LYCEE DES METIERS DE LA DISTRIBUTION ET DES SERVICES;;;;;
0370888P;LYCEE PROFESSIONNEL D ARSONVAL LYCEE DES METIERS D ART DE L AMENAGEMENT DE L ESPACE ET DE LA COMMUNICATION;;;;;
0371123V;LYCEE PROFESSIONNEL JEAN CHAPTAL;;;;;
0371328T;LYCEE PROFESSIONNEL PRIVE SAINT MARTIN;;;;;
0380028Z;LYCEE GENERAL STENDHAL;;;;;
0380035G;LYCEE POLYVALENT LESDIGUIERES LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;;;;;
0380053B;LYCEE POLYVALENT CHARLES GABRIEL PRAVAZ;;;;;
0380063M;LYCEE POLYVALENT LA SAULAIE;;;;;
0380091T;LYCEE POLYVALENT EDOUARD HERRIOT;;;;;
0381603L;LYCEE POLYVALENT ANDRE ARGOUGES;;;;;
0381670J;LYCEE GENERAL PRIVE JEANNE D ARC;;;;;
0381678T;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ROBIN;;;;;
0381758E;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;;;;;
0381806G;LYCEE PROFESSIONNEL PRIVE BORDIER LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PERSONNE;;;;;
0382780R;LYCEE GENERAL ET TECHNOLOGIQUE ARISTIDE BERGES;;;;;
0382920T;LYCEE GENERAL ET TECHNOLOGIQUE MARIE CURIE;;;;;
0383242T;LYCEE GENERAL INTERNATIONAL EUROPOLE;;;;;
0390012B;LYCEE GENERAL CHARLES NODIER;;;;;
0391092A;LPO PAUL EMILE VICTOR LYCEE DES METIERS SANITAIRE ET SOCIAL;;;;;
0391131T;INSTITUT EUROPEEN DE FORMATION COMPAGNONS DU TOUR DE FRANCE;;;;;
0391146J;LYCEE POLYVALENT PRIVE PASTEUR MONT ROLAND;;;;;
0400019D;LYCEE PROFESSIONNEL FREDERIC ESTEVE LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;;;;;
0400027M;LYCEE POLYVALENT JEAN TARIS LYCEE DES METIERS DE L AERONAUTIQUE;;;;;
0400080V;LYCEE D ENSEIGNEMENT PROFESSIONNEL JEAN CASSAIGNE;;;;;
0410675L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DES AYDES;;;;;
0410832G;LYCEE PROFESSIONNEL SONIA DELAUNAY LYCEE DES METIERS DES SERVICES A LA PERSONNE ET DU TERTIAIRE;;;;;
0410954P;LYCEE POLYVALENT PRIVE SAINT JOSEPH;;;;;
0420013L;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;;;;;
0420046X;LYCEE GENERAL ET TECHNOLOGIQUE ETIENNE MIMARD;;;;;
0420065T;LYCEE PROFESSIONNEL DU HAUT FOREZ;;;;;
0420073B;LYCEE PROFESSIONNEL JACOB HOLTZER;;;;;
0420076E;LYCEE PROFESSIONNEL CARNOT;;;;;
0420078G;LYCEE PROFESSIONNEL CLAUDE LEBOIS LYCEE DES METIERS DU TRANSPORT ET DE LA LOGISTIQUE;;;;;
0420079H;LYCEE PROFESSIONNEL ETIENNE MIMARD;;;;;
0420958N;LYCEE PROFESSIONNEL BENOIT FOURNEYRON LYCEE DES METIERS DE L HABITAT ET DES ENERGIES LYCEE DES METIERS DE L ARMURERIE;;;;;
0420976H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ENSEMBLE SCOLAIRE LA SALLE SITE SAINTE BARBE;;;;;
0420991Z;SECTION D ENSEIGNEMENT PROFESSIONNEL PRIVEE LE MARAIS STE THERESE LYCEE DES METIERS DES TECHNOLOGIES DE LA PRECISION;;;;;
0421035X;LYCEE GENERAL PRIVE SAINT PAUL;;;;;
0421742R;LYCEE PROFESSIONNEL PRIVE TEZENAS DU MONTCEL LYCEE DES METIERS DE LA GESTION ET DU COMMERCE;;;;;
0422132P;LYCEE GENERAL L ASTREE;;;;;
0422160V;LYCEE POLYVALENT PRIVE RENOUVEAU;;;;;
0430023S;LYCEE PROFESSIONNEL AUGUSTE AYMARD;;;;;
0430101B;LYCEE PROFESSIONNEL PRIVE PARADIS;;;;;
0430103D;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU CHATEAU;;;;;
0430947W;LYCEE GENERAL ET TECHNOLOGIQUE LEONARD DE VINCI;;;;;
0440034Y;LYCEE PROFESSIONNEL MICHELET LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLIC;;;;;
0440069L;LYCEE GENERAL ET TECHNOLOGIQUE ARISTIDE BRIAND;;;;;
0440074S;LYCEE PROFESSIONNEL BROSSAUD BLANCHO;;;;;
0440119R;LYCEE POLYVALENT PRIVE HOTELIER SAINTE ANNE LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;;;;;
0440178E;LYCEE GENERAL PRIVE NOTRE DAME D ESPERANCE;;;;;
0440267B;LYCEE PROFESSIONNEL PRIVE COIFFURE PIERRE MASSON;;;;;
0440352U;LYCEE PROFESSIONNEL LOUIS ARMAND LYCEE DES METIERS DE LA RESTAURATION;;;;;
0440537V;LYCEE PROFESSIONNEL LES SAVARIERES;;;;;
0442095N;LYCEE GENERAL ET TECHNOLOGIQUE LA HERDRIE;;;;;
0442207K;LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE CLAUDEL;;;;;
442226,00 F;LYCEE GENERAL PRIVE LA MENNAIS;;;;;
0450050K;LYCEE POLYVALENT JEAN ZAY;;;;;
0450051L;LYCEE POLYVALENT BENJAMIN FRANKLIN;;;;;
450759,00 F;LYCEE PROFESSIONNEL PRIVE L ABBAYE;;;;;
0451067R;LYCEE PROFESSIONNEL JEAN LURCAT LYCEE DES METIERS DE L ENERGIE DES STRUCTURES METALLIQUES ET DU TERTIAIRE;;;;;
0451304Y;LYCEE PROFESSIONNEL HOTELIER DE L ORLEANAIS LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;;;;;
0451442Y;LYCEE PROFESSIONNEL CHATEAU BLANC;;;;;
0460038S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT ETIENNE;;;;;
0470028A;LYCEE GENERAL GEORGE SAND;;;;;
0470063N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME LA COMPASSION;;;;;
0480019K;LYCEE PROFESSIONNEL EMILE PEYTAVIN LYCEE DES METIERS;;;;;
0480023P;LYCEE POLYVALENT PRIVE SAINT JOSEPH LYCEE DES METIERS DES SERVICES ET SOINS A LA PERSONNE;;;;;
0490001K;LYCEE GENERAL DAVID D ANGERS;;;;;
0490040C;LYCEE GENERAL DUPLESSIS MORNAY;;;;;
0490824E;LYCEE GENERAL PRIVE SAINT MARTIN;;;;;
0490834R;LYCEE GENERAL PRIVE NOTRE DAME D ORVEAU;;;;;
0492015Z;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SACRE COEUR;;;;;
0492148U;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BODIN;;;;;
0492407A;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE URBAIN MONGAZON LYCEE DES METIERS DE LA SANTE ET DES SERVICES A LA PERSONNE;;;;;
0500016W;LYCEE GENERAL ET TECHNOLOGIQUE JEAN FRANCOIS MILLET;;;;;
0500017X;LYCEE GENERAL ET TECHNOLOGIQUE ALEXIS DE TOCQUEVILLE;;;;;
0500036T;LYCEE GENERAL ET TECHNOLOGIQUE JULLIOT DE LA MORANDIERE LYCEE DES METIERS DU NAUTISME DE L AUTOMOBILE ET DES TECHNOLOGIES INNOVANTES;;;;;
0500082T;LYCEE GENERAL ET TECHNOLOGIQUE HENRI CORNAT;;;;;
0500087Y;LYCEE POLYVALENT CLAUDE LEHEC LYCEE DES METIERS DE LA MAINTENANCE;;;;;
0500119H;LYCEE GENERAL PRIVE SEVIGNE;;;;;
0500120J;LYCEE GENERAL ET TECHNOLOGIQUE INSTITUT SAINT LO;;;;;
0501788X;LYCEE PROFESSIONNEL PRIVE LA BUCAILLE;;;;;
0501789Y;LYCEE PROFESSIONNEL PRIVE LE BON SAUVEUR LYCEE DES METIERS DES SOINS A LA PERSONNE ET DU TOURISME;;;;;
0501850P;LYCEE POLYVALENT MAURICE MARLAND LYCEE DES METIERS DE L HOTELLERIE DE LA RESTAURATION ET DU TOURISME;;;;;
0510006E;LYCEE GENERAL PIERRE BAYEN;;;;;
0510032H;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JAURES;;;;;
0510034K;LYCEE GENERAL ET TECHNOLOGIQUE FRANKLIN ROOSEVELT;;;;;
0510062R;LYCEE POLYVALENT FRANCOIS 1ER;;;;;
0511130B;LYCEE GENERAL PRIVE JEAN XXIII;;;;;
0511135G;LYCEE GENERAL PRIVE NOTRE DAME SAINT VICTOR;;;;;
0511153B;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC LA SALLE;;;;;
0511565Z;LYCEE POLYVALENT FRANCOIS ARAGO LYCEE DES METIERS DU BATIMENT LYCEE DES METIERS DES TRAVAUX PUBLICS;;;;;
0520028Y;LYCEE GENERAL ET TECHNOLOGIQUE BLAISE PASCAL;;;;;
520679,00 F;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ESTIC;;;;;
0520692V;LYCEE PROFESSIONNEL PRIVE ESTIC;;;;;
0530011Z;LYCEE GENERAL ET TECHNOLOGIQUE DOUANIER ROUSSEAU;;;;;
0530016E;LYCEE GENERAL ET TECHNOLOGIQUE LAVOISIER;;;;;
0530049R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE D AVESNIERES;;;;;
0530778H;LYCEE PROFESSIONNEL GASTON LESNARD LYCEE DES METIERS DU BATIMENT;;;;;
0530949U;LYCEE POLYVALENT RAOUL VADEPIED;;;;;
0540030P;LYCEE POLYVALENT ALFRED MEZIERES;;;;;
0540040A;LYCEE GENERAL ET TECHNOLOGIQUE FREDERIC CHOPIN;;;;;
